brand,product name,class,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,OS,warranty
HP,255 G8 6E3Z0PA Laptop,A,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,DOS OS,1
HP,15s-fq3066TU Laptop,A,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
HP,15s-fq3071TU Laptop,A,Intel Celeron  N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15,Windows 11  OS,1
HP,15s-eq1559AU Laptop,A,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
HP,15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),A,Intel Pentium Silver   N6000 ,"Quad Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,Windows 11  OS,1
HP,14s-dr3003TU 832T7PA Laptop,A,Intel Pentium Silver N6000,"Quad Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,Windows 11 OS,1
HP,15S-EQ1550AU Laptop,A,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
HP,15-fc0025AU Laptop,A,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
HP,15s-eq2143au Laptop,A,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,Windows OS,2
HP,15s-fq2738TU Laptop,A,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,Windows 11 OS,1
HP,15s-fq2738TU Laptop,A,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,Windows 11 OS,1
HP,255 G8 7J035AA Laptop,A,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,256GB,SSD,AMD Radeon ,15.6,Windows 11  OS,1
HP,15s-eq2143au Laptop,A,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,Windows OS,1
HP,15-fc0026AU Laptop,A,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
HP,15-fc0026AU Laptop,A,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
HP,14-em0025AU Laptop,A,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
HP,14s-dq2649TU Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,Windows 11 OS,1
HP,15s-fq2672TU Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
HP,15s-dr3506TU Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel UHD Graphics,15.6,Windows 11 OS,2
HP,15s-fr2515TU Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
HP,250 G9 7M657PA Laptop,A,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,15.6,Windows 11 OS,1
HP,15s-GR0012AU Laptop,A,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,AMD Radeon Vega 6,15.6,Windows 10 OS,1
HP,15s-FR2511TU Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
HP,15s-fr5009TU Laptop,A,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
HP,15s-fy5003TU Laptop,A,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
HP,15s-fq2717TU Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,2
HP,255 G9 7B1L8PA Laptop,A,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
HP,15s-eq2223AU Laptop,A,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
HP,15s-fy5006TU Laptop,A,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,2
HP,15s-FR5012TU Laptop,A,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,2
HP,15s-fq5185TU Laptop,A,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
HP,15-fc0027AU Laptop,A,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
HP,15s-fq5007TU Laptop,A,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
HP,15s-du3614TU Laptop,B,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Integrated UHD,15.6,Windows 11 OS,1
HP,14s-fq1092au Laptop,B,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
HP,Pavilion 15s-eq2182AU Laptop,B,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
HP,15s-du3614TU Laptop,B,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Integrated UHD,15.6,Windows 11 OS,1
HP,250 G9 7M659PA Laptop,B,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,15.6,Windows 11 OS,1
HP,15s-fr5009TU Laptop,B,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
HP,15-fc0028AU Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,2
HP,15s-eq2132AU Laptop,B,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
HP,14-gr0000TU Laptop,B,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,Windows 11 OS,1
HP,Pavilion 14s- fy1003AU Laptop,B,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,Windows 11 OS,1
HP,15-fc0030AU Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
HP,ProBook 445 G8 7K2J8PA Business Laptop,B,5th Gen AMD Ryzen 7 5800U,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,14,DOS OS,2
HP,14-em0026AU Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
HP,Victus15-fb0147AX Gaming Laptop,B,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon AMD Radeon RX 6500M,15.6,Windows 11 OS,1
HP,14-hr0000AU Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
HP,15s-fq2510tu Laptop,B,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1
HP,Victus 15-fb0157AX Gaming Laptop,B,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M,15.6,Windows 11 OS,1
HP,15s-ey2001AU Laptop,B,5th Gen AMD Ryzen 7   5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Radeon,15.6,Windows 11 OS,2
HP,Pavilion 15-eg2017TU Laptop,B,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
HP,Victus 15-fb0158AX Gaming Laptop,B,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M,15.6,Windows 11 OS,2
HP,15s-er2004AU Laptop,B,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,15.6,Windows 11 OS,1
HP,250 G9 7N179PA Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1
HP,14-hr0000AU Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
HP,Victus 15-fb0108AX Gaming Laptop,B,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,Windows 11 OS,1
HP,Pavilion 14-ec1003AU Laptop,B,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,Windows 11 OS,1
HP,15S-FQ5202TU Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1
HP,Victus 15-fb0777AX Gaming Laptop,B,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,Windows 11 OS,1
HP,15s-fy5002TU Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,Windows 11 OS,1
HP,14-em0027AU Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
HP,Victus 15-fb0131AX Gaming Laptop,B,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 5600M ,15.6,Windows 11 OS,1
HP,15s-fy5007TU Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
HP,Victus 15-fb0134AX Gaming Laptop,B,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,Windows 11 OS,2
HP,Pavilion 15-eh2050AU Laptop,B,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
HP,Pavilion 15s-FR5007TU Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,Windows 11 OS,2
HP,Victus 15-fb0150AX Gaming Laptop,B,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,Windows 11 OS,1
HP,15s-fy5007TU Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
HP,Victus 15-fb1015AX Gaming Laptop,B,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1
HP,15s-fq5111TU Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,Windows 11 OS,1
HP,Pavilion 15s-FQ5009TU Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,Windows 11 OS,1
HP,255 G9 7M654PA Laptop,B,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
HP,Victus 15-fb1002AX Gaming Laptop,B,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2
HP,Victus 15-FB1001AX Gaming Laptop,B,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2
HP,Victus 15-fb0122AX Gaming Laptop,B,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,1
HP,Pavilion 14-EC1019AU Laptop,B,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
HP,Victus 15-fb1015AX Gaming Laptop,B,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1
HP,Victus 16-d0310TX Gaming Laptop,B,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,16.1,Windows 11 OS,1
HP,Victus 15-fb1016AX  Gaming Laptop,B,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2
HP,Pavilion 15s-fq5112TU Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1
HP,15-fd0011TU Laptop,B,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,Windows 11 OS,1
HP,Victus 16 7K4J6PAACJ Laptop,B,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650 ,16.1,Windows 11 OS,1
HP,Victus 15-fa0070TX Laptop,B,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,2
HP,Victus 15-fb1018AX Gaming Laptop,B,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1
HP,Pavilion 14-dv1043TU Laptop,B,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,Windows 11 OS,1
HP,Victus 16-d0333TX Gaming Laptop,B,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,16.1,Windows 11 OS,2
HP,Victus 15-fb0135AX Gaming Laptop,B,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
HP,Victus 15-FA1098TX Laptop,B,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2
HP,Victus 15-fb0136AX Gaming Laptop,C,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,3
HP,Pavilion 15-eg2009TU Laptop,C,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,Windows 11 OS,1
HP,Victus 15-fa1132TX Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2
HP,15-fd0013TU Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,Windows 11 OS,2
HP,Victus 15-fb0050AX Gaming Laptop,C,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,3
HP,240 G9 ALC 7M658PA Laptop,C,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,14,DOS OS,1
HP,Victus 15-fa1145TX Gaming Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2
HP,Victus 15-fb0106AX Gaming Laptop,C,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
HP,Pavilion 15-EH3101AU Laptop,C,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 8 Graphics,15.6,Windows 11 OS,1
HP,Victus 16-d0302TX Gaming Laptop,C,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,16.1,Windows 11 OS,1
HP,Pavilion 14-dv2014TU Laptop,C,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,14,Windows 11 OS,1
HP,Pavilion 14-dv2041TU Laptop,C,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
HP,250 G9 701H5PA Laptop,C,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,2
HP,Victus 15-fa0666TX Gaming Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
HP,Victus 15-FB0142AX Gaming Laptop,C,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
HP,Pavilion 15s-fq5190TU Laptop,C,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,Windows 11 OS,1
HP,Victus 15-fb1017AX Gaming Laptop,C,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1
HP,Pavilion 14-dv2153TU Laptop,C,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14,Windows 11 OS,1
HP,Victus 15-fa0555TX  Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
HP,Pavilion 15-eg3081TU Laptop,C,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,Windows 11 OS,2
HP,Pavilion 15-eg3079TU Laptop,C,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1
HP,Pavilion 15-eg3017TU Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1
HP,Victus 15-fa0998TX Gaming Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,3
HP,Victus 15-fb0137AX Gaming Laptop,C,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
HP,Pavilion 15-eg3027TU Laptop,C,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1
HP,Pavilion 15-eg3018TU Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4-,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,3
HP,Envy x360 15-fh0015AU Laptop,C,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,3
HP,Pavilion x360 14-ek1010TU Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14,Windows 11 OS,1
HP,Pavilion Aero 13-be2047AU Laptop,C,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16GB,LPDDR5,1TB,SSD,AMD Radeon AMD,13.3,Windows 11 OS,3
HP,Pavilion x360 14-ek1074TU Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,Windows 11 OS,1
HP,Pavilion x360 14-ek1010TU Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14,Windows 11 OS,1
HP,Pavilion Plus 14-eh1022TU Laptop,C,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
HP,Victus 16-s0095AX Gaming Laptop,C,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.1,Windows 11 OS,1
HP,Pavilion Plus 14-eh0037TU Laptop,C,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,Windows 11 OS,1
HP,Pavilion 14-dv2015TU Laptop,C,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,3
HP,Pavilion Plus 14-eh0037TU Laptop,C,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,Windows 11 OS,2
HP,Envy x360 13-bf0121TU  Laptop,C,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,13.4,Windows 11 OS,1
HP,Envy x360 15-fh0016AU Laptop,C,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,3
HP,Victus 16-s0095AX Gaming Laptop,C,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.1,Windows 11 OS,1
HP,Envy x360 15-fh0019AU Laptop,C,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,2
HP,Zbook FireFly 14 G8 4F0W6PA Laptop,C,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14,Windows 11 OS,1
HP,EliteBook 840 G6,D,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Integrated UHD Graphics 620,14,Windows 10 OS,3
HP,15-eg3036TU Laptop,D,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Integrated,15.6,Windows 11 OS,2
HP,Pavilion x360 14-ek1021TU Laptop,D,13th Gen Intel Core i7 1355U ,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,Windows 11 OS,2
